id,url,brand,lcbo_id,style_link_name,style_link_url,description,seasonal,release,abv,made_in,made_by,style,created
278,http://www.lcbo.com/lcbo/product/labatt-blue/900480,"Labatt Blue",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Bright, clear yellow with a foamy white head; aromas of sweet cereal grain, corn and a hint of floral hops; on the palate it is crisp and clean, with flavours that echo the aromas.",NULL,"November 21, 2014",5.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:05"
279,http://www.lcbo.com/lcbo/product/laker-premium-lager/910042,"Laker Premium Lager",NULL,"Light & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Hoppy,"Golden yellow colour; malt, yeast and citrus aromas; crisp, clean with a citrus finish.",NULL,"March 31, 2011",5.0%,"Ontario, Canada","The Brick Brewing Co","Light & Hoppy","2018-06-11 03:04:05"
280,http://www.lcbo.com/lcbo/product/moosehead-cracked-canoe/143677,"Moosehead Cracked Canoe",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"bright straw colour fine bubbles and light head; soft grain, soft floral and a hint of citrus in the nose; dry, light body; grain and light hop flavours",NULL,"July 22, 2010",3.5%,"New Brunswick, Canada","Moosehead Breweries Limited","Light & Malty","2018-06-11 03:04:06"
281,http://www.lcbo.com/lcbo/product/dos-equis-lager/616540,"Dos Equis Lager",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Bright gold colour; aromas of malt, hops and toasted oat; light bodied, with toasted barley, slightly nutty flavour, medium long finish.",NULL,"May 14, 2012",4.5%,Mexico,"Cerveceria Cuauhtemoc Moctezuma","Light & Malty","2018-06-11 03:04:06"
282,http://www.lcbo.com/lcbo/product/budweiser/616938,Budweiser,NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Light golden colour; light malt & hops; light body, touch of citrus to finish",NULL,"May 11, 2012",5.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:06"
283,http://www.lcbo.com/lcbo/product/brava-premium-lager/616946,"Brava Premium Lager",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Pale golden amber; light hoppy with floral notes; light and crisp with a delicate, hoppy finish",NULL,"October 14, 2011",5.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:06"
284,http://www.lcbo.com/lcbo/product/molson-canadian-67/157636,"Molson Canadian 67",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Clear, pale gold; subtle aromas of lemon, bread and hops; light body; soft bread and citrus flavours",NULL,"June 6, 2012",3.0%,"Ontario, Canada","Molson's Brewery Of Canada Limited","Light & Malty","2018-06-11 03:04:06"
285,http://www.lcbo.com/lcbo/product/bud-light-lime/129932,"Bud Light Lime",NULL,"Light & Fruity",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Fruity,"A light-bodied refresher with sweet limeade flavours",NULL,"July 6, 2011",4.0%,"England, United Kingdom","N.V.Interbrew Belgium","Light & Fruity","2018-06-11 03:04:06"
286,http://www.lcbo.com/lcbo/product/busch-light/209189,"Busch Light",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Bright, yellow-amber colour; cereal, rice and gently hopped aroma; cereal and malt flavours and a clean, crisp finish.",NULL,"November 24, 2014",4.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:06"
287,http://www.lcbo.com/lcbo/product/bud-light-lime/184200,"Bud Light Lime",NULL,"Light & Fruity",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Fruity,"A light-bodied refresher with sweet limeade flavours",NULL,"July 6, 2011",4.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Fruity","2018-06-11 03:04:06"
288,http://www.lcbo.com/lcbo/product/bud-light-lime/178525,"Bud Light Lime",NULL,"Light & Fruity",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Fruity,"A light-bodied refresher with sweet limeade flavours",NULL,"July 6, 2011",4.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Fruity","2018-06-11 03:04:06"
289,http://www.lcbo.com/lcbo/product/carling-ice/177717,"Carling Ice",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,"Clear pale yellow with a fine white head; aromas of cereal, green apple and white citrus; on the palate it is light bodied and finely carbonated with flavours that echo the aromas.",NULL,"November 5, 2014",5.5%,"Ontario, Canada","Molson's Brewery Of Canada Limited","Medium & Malty","2018-06-11 03:04:06"
290,http://www.lcbo.com/lcbo/product/keystone-light/172635,"Keystone Light",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Pale yellow colour; aromas of cereal grains and yeast; on the palate it is light with sweet notes of cereal and mild hop flavour that finishes clean.",NULL,"October 8, 2014",4.0%,"Ontario, Canada","Molson's Brewery Of Canada Limited","Light & Malty","2018-06-11 03:04:06"
291,http://www.lcbo.com/lcbo/product/lakeport-pilsener/218156,"Lakeport Pilsener",NULL,"Light & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Hoppy,"Bright, golden yellow with some foam; delicate aromas and flavours of malt, corn and light hops.",NULL,"February 19, 2015",5.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Hoppy","2018-06-11 03:04:06"
292,http://www.lcbo.com/lcbo/product/budweiser/218099,Budweiser,NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Light golden colour; light malt & hops; light body, touch of citrus to finish",NULL,"May 11, 2012",5.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:06"
293,http://www.lcbo.com/lcbo/product/labatt-blue-light/218149,"Labatt Blue Light",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Golden colour; very light fruit aroma; soft flavour, short finish",NULL,"May 11, 2012",4.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:06"
294,http://www.lcbo.com/lcbo/product/labatt-blue/218131,"Labatt Blue",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Bright, clear yellow with a foamy white head; aromas of sweet cereal grain, corn and a hint of floral hops; on the palate it is crisp and clean, with flavours that echo the aromas.",NULL,"November 21, 2014",5.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:06"
295,http://www.lcbo.com/lcbo/product/moosehead-lager/193300,"Moosehead Lager",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Golden yellow colour with light hoppy aromas and sweet malt flavours; creamy texture with a crisp, hoppy finish",NULL,"August 15, 2012",5.0%,"New Brunswick, Canada","Moosehead Breweries Limited","Light & Malty","2018-06-11 03:04:06"
296,http://www.lcbo.com/lcbo/product/kostritzer-schwarzbier/198374,"Kostritzer Schwarzbier",NULL,"Medium & Roasted",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Roasted,"Dark brown, stout-like colour; cocoa, malt and burnt coffee aromas; caramel and dark chocolate, creamy, rich flavours on the palate.",NULL,"October 7, 2014",4.8%,Germany,"Bitburger Brauerie Th. Simon","Medium & Roasted","2018-06-11 03:04:06"
297,http://www.lcbo.com/lcbo/product/upper-canada-lager/242420,"Upper Canada Lager",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,"Bright yellow gold; soft cereal and caramel aromas; creamy, medium body; sweet malt flavour and light hop finish to balance",NULL,"May 11, 2012",5.0%,"Ontario, Canada","Sleeman Brewing & Malting Co","Medium & Malty","2018-06-11 03:04:06"
298,http://www.lcbo.com/lcbo/product/miller-genuine-draft/612226,"Miller Genuine Draft",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Very pale yellow to amber colour; light citrus and malt aromas; light in body with a cream palate and a clean, refreshing finish.",NULL,"May 14, 2012",4.7%,"Wisconsin, USA","Miller Brewing Company","Light & Malty","2018-06-11 03:04:06"
299,http://www.lcbo.com/lcbo/product/laker-premium-lager/141739,"Laker Premium Lager",NULL,"Light & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Hoppy,"Golden yellow colour; malt, yeast and citrus aromas; crisp, clean with a citrus finish.",NULL,"March 31, 2011",5.0%,"Ontario, Canada","The Brick Brewing Co","Light & Hoppy","2018-06-11 03:04:06"
300,http://www.lcbo.com/lcbo/product/lvivske-1715/248138,"Lvivske 1715",NULL,"Light & Floral",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Floral,"Clear, gold with a thin foam; notes of ginger, cereal, rye grain, apricot and citrus; the palate is lightly bitter, with average carbonation. Fresh and lively citrus fruit notes on a palate cleansing finish.",NULL,"February 18, 2016",5.0%,Ukraine,"Lvivska Brewery","Light & Floral","2018-06-11 03:04:07"
301,http://www.lcbo.com/lcbo/product/old-milwaukee/255174,"Old Milwaukee",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Pale straw colour, soft, light, sweetish aromas of grain, light bodied and mild on the palate.",NULL,"May 15, 2012",5.0%,"Ontario, Canada","Sleeman Brewing & Malting Co","Light & Malty","2018-06-11 03:04:07"
302,http://www.lcbo.com/lcbo/product/miller-genuine-draft/243105,"Miller Genuine Draft",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Very pale yellow to amber colour; light citrus and malt aromas; light in body with a cream palate and a clean, refreshing finish.",NULL,"May 14, 2012",4.7%,"Wisconsin, USA","Miller Brewing Company","Light & Malty","2018-06-11 03:04:07"
303,http://www.lcbo.com/lcbo/product/kingfisher-premium-lager-beer/254938,"Kingfisher Premium Lager Beer",NULL,"Light & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Hoppy,"Pale amber, light head; malted cereal and light hop aromas; crisp and light flavour",NULL,"May 14, 2012",5.0%,"New York, USA","Kingfisher Brewing Company","Light & Hoppy","2018-06-11 03:04:07"
304,http://www.lcbo.com/lcbo/product/keystone-light/172627,"Keystone Light",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Pale yellow colour; aromas of cereal grains and yeast; on the palate it is light with sweet notes of cereal and mild hop flavour that finishes clean.",NULL,"October 8, 2014",4.0%,"Ontario, Canada","Molson's Brewery Of Canada Limited","Light & Malty","2018-06-11 03:04:07"
305,http://www.lcbo.com/lcbo/product/busch/168211,Busch,NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Bright, yellow-amber colour; cereal and rice aroma; cereal and light malt flavours",NULL,"May 14, 2012",4.7%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:07"
306,http://www.lcbo.com/lcbo/product/laker-light/241521,"Laker Light",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Pale yellow with a light foamy head; aromas of sweet barley grain; light-bodied, with balanced malt and hops flavours.",NULL,"October 7, 2014",4.0%,"Ontario, Canada","The Brick Brewing Co","Light & Malty","2018-06-11 03:04:07"
307,http://www.lcbo.com/lcbo/product/coors-light/247346,"Coors Light",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Pale gold colour; light grain with a touch of mineral aroma and flavour; soft, pleasant finish.",NULL,"May 14, 2012",4.0%,"Ontario, Canada","Molson's Brewery Of Canada Limited","Light & Malty","2018-06-11 03:04:07"
308,http://www.lcbo.com/lcbo/product/pabst-olde-english-800/217182,"Pabst Olde English 800",NULL,"Full & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Full+%26+Malty,"Medium-gold colour; fruity (banana/pear) aroma with a hint of grain; full-bodied and fruity with a touch of sweetness and a light, hoppy finish",NULL,"December 12, 2011",7.9%,"Wisconsin, USA","Miller Brewing Company","Full & Malty","2018-06-11 03:04:07"
309,http://www.lcbo.com/lcbo/product/michelob-ultra/284489,"Michelob Ultra",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Clear, pale straw yellow colour; soft lemon and biscuit aromas; light body; soft cereal and citrus flavours.",NULL,"June 28, 2012",4.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:07"
310,http://www.lcbo.com/lcbo/product/busch-ice/279133,"Busch Ice",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Clear pale gold with fine head; aromas of sweet corn, grain and very mild hops; light-medium bodied and moderately carbonated, with flavours of grainy, sweet cereal and a bitter citrus and mild hop note.",NULL,"February 6, 2015",5.5%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:07"
311,http://www.lcbo.com/lcbo/product/busch-ice/279877,"Busch Ice",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Clear pale gold with fine head; aromas of sweet corn, grain and very mild hops; light-medium bodied and moderately carbonated, with flavours of grainy, sweet cereal and a bitter citrus and mild hop note.",NULL,"February 6, 2015",5.5%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:07"
312,http://www.lcbo.com/lcbo/product/busch/286021,Busch,NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Bright, yellow-amber colour; cereal and rice aroma; cereal and light malt flavours",NULL,"May 14, 2012",4.7%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:07"
313,http://www.lcbo.com/lcbo/product/molson-canadian/900118,"Molson Canadian",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Made from the very best ingredients and always preservative free. Pours a light golden colour with a soft fluffy head. Delicate floral and barley aromas with notes of citrus, grain and sweet fruit. Crisp, clean, medium bodied and smooth on the palate. Flavours of light hops, sweet malt and citrus. Pleasant hoppy finish.",NULL,"February 26, 2018",5.0%,"Ontario, Canada","Molson's Brewery Of Canada Limited","Light & Malty","2018-06-11 03:04:07"
314,http://www.lcbo.com/lcbo/product/bud-light/612515,"Bud Light",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Light golden colour; light malt & hops; very light body touch of citrus to finish.",NULL,"August 14, 2012",4.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:07"
315,http://www.lcbo.com/lcbo/product/sleeman-clear-20/342352,"Sleeman Clear 2.0",NULL,"Light & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Hoppy,"The second generation of Clear, Sleeman Clear 2.0 pours medium gold colour and offers a light hoppy nose; light bodied this brew finishes cleanly making it very sessionable.",NULL,"January 1, 2001",4.0%,"Ontario, Canada","Sleeman Brewing & Malting Co","Light & Hoppy","2018-06-11 03:04:07"
316,http://www.lcbo.com/lcbo/product/rolling-rock-extra-pale/294538,"Rolling Rock Extra Pale",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Clear golden yellow colour with light head; sweet cereal, soft hops and a touch of orange zest in aromas; light body, slightly creamy; gentle cereal flavour with soft hop finish",NULL,"February 25, 2015",4.5%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:07"
317,http://www.lcbo.com/lcbo/product/hogsback-vintage-lager/289793,"HogsBack Vintage Lager",NULL,"Medium & Floral",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Floral,"Deep lemon colour; aromas of toast, hops, citrus and fruit; extra dry, clean and crisp; floral hops, dried fruit and toast flavours.",NULL,"August 9, 2012",5.2%,"Ontario, Canada","Hogsback Brewing Company","Medium & Floral","2018-06-11 03:04:07"
318,http://www.lcbo.com/lcbo/product/bud-light/616920,"Bud Light",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Light golden colour; light malt & hops; very light body touch of citrus to finish.",NULL,"August 14, 2012",4.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:07"
319,http://www.lcbo.com/lcbo/product/pabst-blue-ribbon/286005,"Pabst Blue Ribbon",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Very pale golden colour with frothy mousse; delicate malt aromas with hints of banana and pear fruit; medium-light bodied with clean flavours of cereal and light hops on the finish.",NULL,"October 7, 2014",4.9%,"Ontario, Canada","Sleeman Brewing & Malting Co","Light & Malty","2018-06-11 03:04:08"
320,http://www.lcbo.com/lcbo/product/laker-ice/248146,"Laker Ice",NULL,"Light & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Hoppy,"Light amber gold colour; cereal grain, sweet corn and apple aroma; light grain and malt with a very mild hop flavour.",NULL,"October 7, 2014",5.5%,"Ontario, Canada","The Brick Brewing Co","Light & Hoppy","2018-06-11 03:04:08"
321,http://www.lcbo.com/lcbo/product/molson-canadian/247338,"Molson Canadian",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Made from the very best ingredients and always preservative free. Pours a light golden colour with a soft fluffy head. Delicate floral and barley aromas with notes of citrus, grain and sweet fruit. Crisp, clean, medium bodied and smooth on the palate. Flavours of light hops, sweet malt and citrus. Pleasant hoppy finish.",NULL,"February 26, 2018",5.0%,"Ontario, Canada","Molson's Brewery Of Canada Limited","Light & Malty","2018-06-11 03:04:08"
322,http://www.lcbo.com/lcbo/product/coors-banquet/363093,"Coors Banquet",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"American style lager that's easy to enjoy. Pours a pale golden colour with fine head. Aromas of cereal, toast and cracker with light hops and corn notes.The palate is dry and light bodied, showing pleasant flavours of toasted grain, pale malt, light creamed corn, fruit, cereal and toast with grassy, herbal hops on finish.",NULL,"February 14, 2018",5.0%,"Wisconsin, USA","Coors Brewers Limited","Light & Malty","2018-06-11 03:04:08"
323,http://www.lcbo.com/lcbo/product/michelob-ultra/359398,"Michelob Ultra",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Clear, pale straw yellow colour; soft lemon and biscuit aromas; light body; soft cereal and citrus flavours.",NULL,"June 28, 2012",4.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:08"
324,http://www.lcbo.com/lcbo/product/budweiser-shot/368605,"Budweiser Shot",NULL,NULL,NULL,"Clear gold with lacy foam; aromas of clove, grain, and banana peel; clean palate with subtle flavours of citrus, corn, and banana; the finish is clean, short and malty.",NULL,"February 18, 2016",7.0%,"Ontario, Canada","Labatt Breweries Ontario",NULL,"2018-06-11 03:04:08"
325,http://www.lcbo.com/lcbo/product/carling-old-vienna/360446,"Carling Old Vienna",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,"Pale golden colour with fine head; aromas of light hops and grain; slightly sweet, medium bodied, soft, mildly fruity and rounded with a sweetish malt and light hoppy notes on the finish.",NULL,"February 12, 2015",5.0%,"Ontario, Canada","Molson's Brewery Of Canada Limited","Medium & Malty","2018-06-11 03:04:08"
326,http://www.lcbo.com/lcbo/product/old-style-pilsner/360438,"Old Style Pilsner",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Bright medium yellow; aromas of green apple, cereal grain and light herbaceous hop; on the palate it is light bodied and crisp, with flavours of that repeat the aromas.",NULL,"November 6, 2014",5.0%,"Ontario, Canada","Molson's Brewery Of Canada Limited","Light & Malty","2018-06-11 03:04:08"
327,http://www.lcbo.com/lcbo/product/carling-light/355156,"Carling Light",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Pale gold with a thin white head; subtle aromas of cereal grain and white grapefruit; on the palate it is light bodied and moderately carbonated, with flavours of light citrus, cereal malt and cornflakes.",NULL,"November 5, 2014",4.0%,"Ontario, Canada","Molson's Brewery Of Canada Limited","Light & Malty","2018-06-11 03:04:08"
328,http://www.lcbo.com/lcbo/product/carling-lager/355149,"Carling Lager",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Pale straw colour with a fine mousse; a light and malty nose; sweet malty flavours with a clean finish.",NULL,"October 7, 2014",5.0%,"Ontario, Canada","Molson's Brewery Of Canada Limited","Light & Malty","2018-06-11 03:04:08"
329,http://www.lcbo.com/lcbo/product/molson-canadian-67/318519,"Molson Canadian 67",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Clear, pale gold; subtle aromas of lemon, bread and hops; light body; soft bread and citrus flavours",NULL,"June 6, 2012",3.0%,"Ontario, Canada","Molson's Brewery Of Canada Limited","Light & Malty","2018-06-11 03:04:08"
330,http://www.lcbo.com/lcbo/product/budweiser/905976,Budweiser,NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Light golden colour; light malt & hops; light body, touch of citrus to finish",NULL,"May 11, 2012",5.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:08"
331,http://www.lcbo.com/lcbo/product/michelob-ultra/380071,"Michelob Ultra",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Clear, pale straw yellow colour; soft lemon and biscuit aromas; light body; soft cereal and citrus flavours.",NULL,"June 28, 2012",4.0%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:08"
332,http://www.lcbo.com/lcbo/product/busch/382408,Busch,NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Bright, yellow-amber colour; cereal and rice aroma; cereal and light malt flavours",NULL,"May 14, 2012",4.7%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:08"
333,http://www.lcbo.com/lcbo/product/laker-red/382291,"Laker Red",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Dark amber colour with thin white head; aromas of sweet corn, cereal and caramel with grassy/herbal notes; bittersweet on the palate, with flavours of malt/grain and apple, light spice and biscuit notes on the finish.",NULL,"November 24, 2014",5.5%,"Ontario, Canada","The Brick Brewing Co","Light & Malty","2018-06-11 03:04:08"
334,http://www.lcbo.com/lcbo/product/red-stripe-beer/362426,"Red Stripe Beer",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Bright gold colour with a creamy head; aromas of grassy hops, cereal and malt with citrus and yeasty notes; off-dry, light bodied, crisp and clean, with a smooth palate, flavours of sweet malt, light fruit and grain, with hints of spice and soda cracker; a pleasant hint of bitterness and mild hops on the clean finish.",NULL,"February 17, 2015",4.7%,"Pennsylvania, USA","Diageo Canada Inc","Light & Malty","2018-06-11 03:04:08"
335,http://www.lcbo.com/lcbo/product/pabst-blue-ribbon-59/378158,"Pabst Blue Ribbon 5.9%",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Very pale golden colour with frothy mousse; delicate malt aromas with hints of banana and pear fruit; medium-light bodied with clean flavours of cereal and light hops on the finish.",NULL,"October 7, 2014",5.9%,"Ontario, Canada","Sleeman Brewing & Malting Co","Light & Malty","2018-06-11 03:04:09"
336,http://www.lcbo.com/lcbo/product/rolling-rock/382432,"Rolling Rock",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Clear golden yellow colour with light head; sweet cereal, soft hops and a touch of orange zest in aromas; light body, slightly creamy; gentle cereal flavour with soft hop finish",NULL,"February 25, 2015",4.5%,"Ontario, Canada","Labatt Breweries Ontario","Light & Malty","2018-06-11 03:04:09"
337,http://www.lcbo.com/lcbo/product/molson-canadian/905844,"Molson Canadian",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Made from the very best ingredients and always preservative free. Pours a light golden colour with a soft fluffy head. Delicate floral and barley aromas with notes of citrus, grain and sweet fruit. Crisp, clean, medium bodied and smooth on the palate. Flavours of light hops, sweet malt and citrus. Pleasant hoppy finish.",NULL,"February 26, 2018",5.0%,"Ontario, Canada","Molson's Brewery Of Canada Limited","Light & Malty","2018-06-11 03:04:09"
338,http://www.lcbo.com/lcbo/product/grolsch-premium-lager/696898,"Grolsch Premium Lager",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,"Medium gold colour; rich grain and hop aromas with hints of spice; rich, smooth and balanced with refreshing hoppy character",NULL,"August 14, 2012",5.0%,Netherlands,"Grolsche Bierbrouwerij B.V.","Medium & Hoppy","2018-06-11 03:04:09"
339,http://www.lcbo.com/lcbo/product/heineken/245852,Heineken,NULL,"Light & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Hoppy,"142 years of tradition are behind this iconic, premium lager. Clear gold yellow colour with fine head. Appealing aromas of sweet malt, floral hops and hints of biscuit, grain and herb. Dry, crisp and fresh with a creamy texture. Flavours of barley malt and fruit, leading to grassy/herbal notes on a refreshing bitter finish.",NULL,"February 26, 2018",5.0%,Netherlands,"Heineken's Brouwerijen Nederland Bv","Light & Hoppy","2018-06-11 03:04:09"
340,http://www.lcbo.com/lcbo/product/heineken/531392,Heineken,NULL,"Light & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Hoppy,"142 years of tradition are behind this iconic, premium lager. Clear gold yellow colour with fine head. Appealing aromas of sweet malt, floral hops and hints of biscuit, grain and herb. Dry, crisp and fresh with a creamy texture. Flavours of barley malt and fruit, leading to grassy/herbal notes on a refreshing bitter finish.",NULL,"February 26, 2018",5.0%,Netherlands,"Heineken's Brouwerijen Nederland Bv","Light & Hoppy","2018-06-11 03:04:09"
341,http://www.lcbo.com/lcbo/product/stella-artois/615674,"Stella Artois",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,"Pale gold colour; aromas of yellow apples, toast and light floral hops; on the palate it is light-medium bodied and lightly carbonated, with flavours of fresh citrus, biscuit and light hop bitterness.",NULL,"February 2, 2015",5.0%,Belgium,"N.V.Interbrew Belgium","Light & Malty","2018-06-11 03:04:09"
